jugador_entra,jugador_sale,Minuto,equipo,Jornada
"ANDEBUELA BARRIOS, PABLO","SUÁREZ SERRA, ALEX",77,SAN FRANCISCO B,18
"BOSCH VALDERRABANO, TONI","CANTALAPIEDRA LOBATO, IKER",63,FERRERIES A,18
"TRIAY HIERRO, TEO","ROTGER LÓPEZ, LLUC",78,FERRERIES A,18
"CAMPS CARETA, PERE","DE LA PUERTA MARTORELL, JAUME",78,FERRERIES A,18
"AMELLER RIUDAVETS, JOSEP","FLORIT TAJUELO, HECTOR",87,FERRERIES A,18
"BOSCH PULIDO, NIL","FEBRER VILLALONGA, ALBERT",87,FERRERIES A,18
"MASCARÓ SERVERA, JUAN","CACERES COMAS, SERGI",46,PLA DE NA TESA A,18
"MONTALBAN ROMERO, MILO JERONIMO","AIT SAID TAFZATI, NABIL",46,PLA DE NA TESA A,18
"COULIBALY COULIBALY, MADANE","ALONSO MUNICIO, PABLO",74,PLA DE NA TESA A,18
"ASAMOAH ASANTEWAA, DENIS","MONTES MORALES, ADRIAN",82,PLA DE NA TESA A,18
"BERNHARDT, JOEL PIOTR","LLAMAS MARTINEZ, ERIC",59,PENYA INDEPENDENT A,18
"GHARBI KHAMMAL EL BAKKALI, NASROLLAH","PRATS RIPOLL, MIQUEL",72,PENYA INDEPENDENT A,18
"FERRER TORRES, PEDRO","OROZCO RIERA, ASIER",81,PENYA INDEPENDENT A,18
"FAQUINETTI VERGILIO, SAMUEL","EL HABBOULA EL KORTOBI, ABDELMOIZE",81,PENYA INDEPENDENT A,18
"KOPACH, DANIIL","DEYÀ BELTRÁN, SEBASTIÀ",73,SANTA CATALINA ATº A,18
"SASTRE BOTA, JAUME","MASCARELL LLABRES, MARC",80,SANTA CATALINA ATº A,18
"MARTIN CABALLERO, ANGEL","LOMAS SERVERA, PAU",85,SANTA CATALINA ATº A,18
"GIL MASSANET, LLUIS","FERNANDEZ CABRERA, DAVID",64,SD LA SALLE A,18
"PETRARCA, ELIA","CORTES BOIXO, ALEIX",64,SD LA SALLE A,18
"SALMERON SEGURA, JONATHAN","TORRALBA TANUGGI, LUIS",83,SD LA SALLE A,18
"MARTI RODRIGUEZ, IVAN","ARBOS DENGRA, DIEGO",83,SD LA SALLE A,18
"PEREZ SILVENTE, ALEJANDRO","SANCHIS MARTINEZ, DAVID",78,PLATGES DE CALVIA A,18
"PUJOL ALOMAR, TELM","PARRA VIZUETE, DANIEL",78,PLATGES DE CALVIA A,18
"AGUILERA PERELLO, ADRIÀ","GIBSON, JASPER",58,POBLENSE A,18
"CAIMARI FIGUEROLA, JAUME","JIMENA BELTRAN, CARLOS",58,POBLENSE A,18
"GONZÁLEZ ONETO, ASSIER","VIVES COMAS, JOAN JORDI",58,POBLENSE A,18
"THIAM BORRAS, KARIM","MORAGUES MORAGUES, JOAN",73,POBLENSE A,18
"FERRER RIGO, SEBASTIÀ","DE LA CRUZ RIERA, JOAN MATEU",73,POBLENSE A,18
"BONED GARCIA, ADRIÁ","MARTOS VERGARA, DANIEL",64,U D IBIZA A,18
"RODRIGUEZ ROIG, ARIAN","GARCIA ALBA, JAVIER",77,U D IBIZA A,18
"ELIAS ARANDIA, SAMUEL ABEL","PUGLIESE, PAOLO ALBERTO",77,U D IBIZA A,18
"TORRES RIERA, LLUC","BELTRAN ALVAREZ, SERGIO",85,U D IBIZA A,18
"MEDINA ARANDA, SERGIO","BERNASCONI, SANTINO",85,U D IBIZA A,18
"VAZQUEZ SUAREZ, HUGO","HERRERA IGLESIAS, ADRIAN",63,PENYA ARRABAL A,18
"ARIAS BESTARD, ENZO","MAS MAIMO, JOSEP",63,PENYA ARRABAL A,18
"ILESO, DIVINE","LEBRERO BENITEZ, HUGO",80,PENYA ARRABAL A,18
"VALLESPIR TIMONER, PERE MARC","CRESPI BARRERA, LEONARDO",89,PENYA ARRABAL A,18
"BALLE BRUNET, JOAN","PATRICIO GUAL, MARC",68,CONSTANCIA A,18
"CHUKWUKERE PULLET, GREGORY IKECHUKWU","BLANCO WEBER, LUCA",75,CONSTANCIA A,18
"SABATER SANCHO, MARC","ROMAN DE REMENTERIA, ASIER",84,CONSTANCIA A,18
"KOUJILI EL TALHAOUI, MAROUAN","COLL AREVALO, JORDI",84,CONSTANCIA A,18
"KEITA SIDIBE, MADY","KRZYZYK SERRANO, PEDRO",67,SP. ATº CIUTAT DE PALMA,18
"SARMIENTO CABAÑIN, GABRIEL A","SANS JIMENEZ, MIQUEL ANGEL",67,SP. ATº CIUTAT DE PALMA,18
"MUNAR LAZARO, DANIEL","KRAUSSE, IGNACIO TOMAS",75,SP. ATº CIUTAT DE PALMA,18
"GOMEZ BLANCA, AARON","ABRAHAM BOLAÑOS, ISAAC",75,SP. ATº CIUTAT DE PALMA,18
"FERNÁNDEZ CASSO, ALBERTO","GAETE MARTINEZ, ISMAEL",80,SP. ATº CIUTAT DE PALMA,18
"POSTIGO GARAT, RAUL","ADROVER GARRIDO, GERARD",67,MANACOR A,18
"VIVES HIDALGO, IKER","CORCHADO JIMENEZ, ISAAC",67,MANACOR A,18
"SOLER CALDENTEY, JOEL","RODRIGUEZ GALDON, DANIEL",81,MANACOR A,18
"MARTINEZ ABELLAN, IKER","MONTES CARDONA, CHRISTIAN",90,MANACOR A,18
"NOLAN MUÑOZ, SERGIO","ORTIZ CARROZA, ABRAHAM",90,MANACOR A,18
"BIARNES MORENO, ALEJANDRO","BURGAYA GENOVART, FERRAN",46,MALLORCA B,18
"AVILÉS MAESTRE, JOEL","MOLINA DONAIRE, DANIEL",63,MALLORCA B,18
"CORCINO MUÑOZ, ANDRES","MARTINEZ BELA, JAVIER",74,MALLORCA B,18
"LAZARO TORRES, MARIO","SIDIROPOULOS, ANASTASIOS",74,MALLORCA B,18
"FRESNEDA HIDALGO, HUGO","TEJADA LLADONET, ORIOL",83,MALLORCA B,18
"BERNAL VOIGT, YAMPEL RICHARD","FEDELICH MARQUES, JAN",63,PENYA CIUTADELLA ESPORTIVA A,18
"LEON JUAN, VICTOR","DIAZ LLABRES, ISAAC",69,PENYA CIUTADELLA ESPORTIVA A,18
"LOPEZ GONZALEZ, ALEJANDRO","PONCIANO BUESO, JOSEP",69,PENYA CIUTADELLA ESPORTIVA A,18
"PASCUAL GORNES, ENRIC","MOLL PONS, ROBERTO",77,PENYA CIUTADELLA ESPORTIVA A,18
"PANEQUE PÉREZ, JOEL","SANCHEZ LAFUENTE, ARITZ",25,SD LA SALLE A,10
"FUSTER CORTES, FERNANDO","PUYA TUR, OSCAR",42,SD LA SALLE A,10
"RODRIGUEZ MONGELOS, GAEL PAU","SALMERON SEGURA, JONATHAN",55,SD LA SALLE A,10
"FERNANDEZ CABRERA, DAVID","ESCUERO PARDOS, MARTI",55,SD LA SALLE A,10
"MARTI RODRIGUEZ, IVAN","AMAYA MALENO, FRANCISCO",55,SD LA SALLE A,10
"BOLIVAR PERAL, ROGER","DIALLO, FODE",54,UD MAHON,10
"SINTES MELERO, ALVARO","MASCARO MARTINEZ, IKER",54,UD MAHON,10
"DE LA PUENTE JAÑEZ, NICOLAS","LASSO VIAFARA, ANDRES FELIPE",58,UD MAHON,10
"LOPEZ FERNANDEZ, MARC","GOMEZ GORDILLO, RAUL",72,UD MAHON,10
"GRUBAC, NOA","TEJEDOR MORENO, ALEJANDRO",72,UD MAHON,10
"PATRICIO TORRRENS, JUAN","CASTELLO FERRA, JOAN",46,ANDRATX A,10
"JIMENEZ PASTOR, IKER","DOBLAS TORRES, MIGUEL",55,ANDRATX A,10
"ALARCON FERRER, ADRIAN","TUR HORRACH, HUG",77,ANDRATX A,10
"VILLALONGA GÓMEZ, IKER","GIL GOMILA, XAYRON",60,PALMA F.C.,10
"MORELL SACRISTÁN, CARLOS","PORCEL MARTINEZ, JORDI",66,PALMA F.C.,10
"JIMENEZ JARAMILLO, KARLO ANDREU","FRANCO SINGEORZAN, ALEX",66,PALMA F.C.,10
"ROMERO ALASSIA, LUCAS T","NDIR GUEYE, MOUHAMADOUL LAMIN",84,PALMA F.C.,10
"FOLGADO GARNICA, PAULO","PELLEGRINO, NICOLA EMANUELE",84,PALMA F.C.,10
"BELTRAN ALVAREZ, SERGIO","GARCIA ALBA, JAVIER",45,U D IBIZA A,10
"RODRIGUEZ ROIG, ARIAN","ELIAS ARANDIA, SAMUEL ABEL",69,U D IBIZA A,10
"GONZALEZ CASURIAGA, THIAGO","BERNASCONI, SANTINO",80,U D IBIZA A,10
"OKROGLIC SOMOZA, LUKA","LOPEZ CAPACETE, KENAI",80,U D IBIZA A,10
"MARTIN CABALLERO, ANGEL","LOPEZ FUXA, AARON",45,SANTA CATALINA ATº A,10
"GARCIAS LLABRES, MIQUEL","ADROVER MELIS, FRANCESC",60,SANTA CATALINA ATº A,10
"VICH FORTEZA, LLUC","ALARCON RAGO, THIAGO",60,SANTA CATALINA ATº A,10
"MENDOZA SOLER, MARIO","LOMAS SERVERA, PAU",72,SANTA CATALINA ATº A,10
"SASTRE BOTA, JAUME","FERNANDEZ REY, RAUL",81,SANTA CATALINA ATº A,10
"MAGAN MITCHELL SMITH, MIGUEL","PUJOL ALOMAR, TELM",55,PLATGES DE CALVIA A,10
"GARCÍA RODRÍGUEZ, UNAI","CARDONA MARTIN, MARCOS",63,PLATGES DE CALVIA A,10
"GAYUBAS GONZALEZ, LUIS MIGUEL","CASAUS SANCHEZ, JOSE IGNACIO",75,PLATGES DE CALVIA A,10
"FONTCUBERTA GALINDO, GABRIEL","MAIRATA NOGUERA, ADRIA",45,CONSTANCIA A,10
"BLANCO WEBER, LUCA","CABEZAS GALLARDO, MANUEL",45,CONSTANCIA A,10
"BOTELLO CARMONA, PAU","CRESPI LUCENA, JUAN MIQUEL",45,CONSTANCIA A,10
"COLL AREVALO, JORDI","BALLE BRUNET, JOAN",63,CONSTANCIA A,10
"GALVEZ ESPINOZA, BRAD ANTONY","ROMAN DE REMENTERIA, ASIER",74,CONSTANCIA A,10
"DIALLO CONDE, ABDOURAHAMANE","MARTINEZ BELA, JAVIER",51,MALLORCA B,10
"FRESNEDA HIDALGO, HUGO","ALEMANY TOUS, MARC",60,MALLORCA B,10
"LAZARO TORRES, MARIO","BIARNES MORENO, ALEJANDRO",60,MALLORCA B,10
"GARCIA LLOMPART, RAFEL","HORRACH LLABRES, GERARDO",70,MALLORCA B,10
"COCA ANTELO, ANDREW","WHYTE ODUNZE, MICHAEL IKENNA",70,MALLORCA B,10
"CRESPI BARRERA, LEONARDO","PONS SERRANO, ALEIX",53,PENYA ARRABAL A,10
"VAZQUEZ SUAREZ, HUGO","MESQUIDA URIBE, XAVIER",53,PENYA ARRABAL A,10
"VALLESPIR TIMONER, PERE MARC","FIOL ACEITUNO, MIQUEL",57,PENYA ARRABAL A,10
"ROTTLANDER, LENNOX MARKUS","ARIAS BESTARD, ENZO",57,PENYA ARRABAL A,10
"MAS MAIMO, JOSEP","RIUTORT GONZALEZ, JUAN FRANCISCO",66,PENYA ARRABAL A,10
"CAPO MORA, MARC","AGUILAR BOSCH, DAVID",46,PENYA CIUTADELLA ESPORTIVA A,10
"LOPEZ GONZALEZ, ALEJANDRO","CAPO MORA, MARC",65,PENYA CIUTADELLA ESPORTIVA A,10
"FEDELICH MARQUES, JAN","MOLL PONS, ROBERTO",65,PENYA CIUTADELLA ESPORTIVA A,10
"JUANEDA JUANEDA, JOSEP","LEON JUAN, VICTOR",71,PENYA CIUTADELLA ESPORTIVA A,10
"ARGUIMBAU ALLES, MACIA","DIAZ LLABRES, ISAAC",71,PENYA CIUTADELLA ESPORTIVA A,10
"MONTES MORALES, ADRIAN","ALONSO MUNICIO, PABLO",73,PLA DE NA TESA A,10
"NAVARRO BEZARES, JAVIER","MASCARÓ SERVERA, JUAN",73,PLA DE NA TESA A,10
"AIT SAID TAFZATI, NABIL","COULIBALY COULIBALY, MADANE",80,PLA DE NA TESA A,10
"ASAMOAH ASANTEWAA, DENIS","MONTALBAN ROMERO, MILO JERONIMO",84,PLA DE NA TESA A,10
"ALEGRIA DA SILVA, JOAO MIGUEL","ADROVER GARRIDO, GERARD",61,MANACOR A,10
"MESTRE RIBOT, PAU","LAKHAL ZEROUALE, SAAD",61,MANACOR A,10
"GARAU NICOLAU, MARC","ADROVER GARRIDO, ALBERT",71,MANACOR A,10
"VIVES HIDALGO, IKER","MARCOS MONGE, IKER",71,MANACOR A,10
"GRAHAM, NATHAN STUART","TRIAY PETHERAM, TOMAS ISMAEL",85,MANACOR A,10
"ALARCON CAVERO, JOEL","CONDE PEREIRA, ALEJANDRO MANUEL",45,SAN FRANCISCO B,10
"TEJADA RODRIGUEZ, JOAN","LUNEGRO, BRUNO",77,SAN FRANCISCO B,10
"ANDEBUELA BARRIOS, PABLO","SUÁREZ SERRA, ALEX",77,SAN FRANCISCO B,10
"MARTIN CABALLERO, ANGEL","VICH FORTEZA, LLUC",55,SANTA CATALINA ATº A,19
"EZ ZARY SAIDI, ISMAEL","LOMAS SERVERA, PAU",55,SANTA CATALINA ATº A,19
"HASHIMOTO SEBASTIÁN, GAIZKA","MASCARELL LLABRES, MARC",55,SANTA CATALINA ATº A,19
"SASTRE BOTA, JAUME","LOPEZ FUXA, AARON",67,SANTA CATALINA ATº A,19
"ARROYO BERNAT, ALEJANDRO","BARRIGA CATRINA, VICTOR",73,SANTA CATALINA ATº A,19
"SINTES PONS, PAU","CAMPS CARETA, PERE",55,FERRERIES A,19
"BOSCH VALDERRABANO, TONI","AMELLER RIUDAVETS, JOSEP",55,FERRERIES A,19
"CANTALAPIEDRA LOBATO, IKER","ROTGER LÓPEZ, LLUC",55,FERRERIES A,19
"TRIAY HIERRO, TEO","PONS CARRERAS, ANGEL",70,FERRERIES A,19
"GOMILA BOSCH, LLUÍS","JANER BOSCH, NOFRE",73,FERRERIES A,19
"BOLIVAR PERAL, ROGER","LASSO VIAFARA, ANDRES FELIPE",46,UD MAHON,19
"DE LA PUENTE JAÑEZ, NICOLAS","DIALLO, FODE",46,UD MAHON,19
"ELHADJ ABDOULAYE, BALDE","TEJEDOR MORENO, ALEJANDRO",55,UD MAHON,19
"SINTES MELERO, ALVARO","MASCARO MARTINEZ, IKER",55,UD MAHON,19
"ESPINOZA ARMIJOS, CARLOS ANDRES","DE OLIVEIRA MESSIAS, EMMANUEL",65,UD MAHON,19
"GOMEZ ACUÑA, RENSON ENRIQUE","ROMERO ALASSIA, LUCAS T",31,PALMA F.C.,19
"JIMENEZ JARAMILLO, KARLO ANDREU","FOLGADO GARNICA, PAULO",46,PALMA F.C.,19
"FERRA OSPINA, CARLES JOAN","FRANCO SINGEORZAN, ALEX",61,PALMA F.C.,19
"MARCANO FLORIAN, SEBASTIAN JESUS","SAMPOL MARTINEZ, MARC",61,PALMA F.C.,19
"ALLENDES SEPULVEDA, MARTIN ALONSO","ALCALDE ORTEGA, JUAN JOSÉ",65,PALMA F.C.,19
"BOTELLO CARMONA, PAU","CABEZAS GALLARDO, MANUEL",61,CONSTANCIA A,19
"FONTCUBERTA GALINDO, GABRIEL","CRESPI LUCENA, JUAN MIQUEL",61,CONSTANCIA A,19
"BLANCO WEBER, LUCA","COMPANY INGLA, JAUME",67,CONSTANCIA A,19
"GALVEZ ESPINOZA, BRAD ANTONY","COLL AREVALO, JORDI",67,CONSTANCIA A,19
"SABATER SANCHO, MARC","CHUKWUKERE PULLET, GREGORY IKECHUKWU",75,CONSTANCIA A,19
"FERNANDEZ CABRERA, DAVID","CORTES BOIXO, ALEIX",55,SD LA SALLE A,19
"MOYA PEDREGOSA, ALEJANDRO","ARBOS DENGRA, DIEGO",70,SD LA SALLE A,19
"PUYA TUR, OSCAR","PANEQUE PÉREZ, JOEL",70,SD LA SALLE A,19
"MARTI RODRIGUEZ, IVAN","COMAS HUTTEN, PAU LLUIS",77,SD LA SALLE A,19
"GIL MASSANET, LLUIS","PETRARCA, ELIA",77,SD LA SALLE A,19
"BORDOY LEAL, PEDRO","CONDE PEREIRA, ALEJANDRO MANUEL",60,SAN FRANCISCO B,19
"MASSANET CABRER, FRANCESC","SILVA SALINAS, ALEJANDRO",60,SAN FRANCISCO B,19
"ALARCON CAVERO, JOEL","BADJINKA NDIAYE, BUBAKAR",72,SAN FRANCISCO B,19
"TEJADA RODRIGUEZ, JOAN","SUÁREZ SERRA, ALEX",83,SAN FRANCISCO B,19
"IRUELA KLISHINA, DAVID","LLAMAS MARTINEZ, ERIC",58,PENYA INDEPENDENT A,19
"CORDOBA TUR, MARC","LOPEZ MARI, PABLO",65,PENYA INDEPENDENT A,19
"CREUHERAS GARCIA, MATHEO","EL HABBOULA EL KORTOBI, ABDELMOIZE",65,PENYA INDEPENDENT A,19
"OROZCO RIERA, ASIER","BERNHARDT, JOEL PIOTR",80,PENYA INDEPENDENT A,19
"GRANDA VILLAVICENCIO, DAVID JOAN","FAQUINETTI VERGILIO, SAMUEL",80,PENYA INDEPENDENT A,19
"PUJOL ALOMAR, TELM","SANCHIS MARTINEZ, DAVID",64,PLATGES DE CALVIA A,19
"PEREZ SILVENTE, ALEJANDRO","PARRA VIZUETE, DANIEL",72,PLATGES DE CALVIA A,19
"GARCIA MEDRANO, MARCOS","PAYERO MOLINA, NICOLAS",81,PLATGES DE CALVIA A,19
"MOLINA DONAIRE, DANIEL","DIALLO CONDE, ABDOURAHAMANE",53,MALLORCA B,19
"AVILÉS MAESTRE, JOEL","LAZARO TORRES, MARIO",64,MALLORCA B,19
"FRESNEDA HIDALGO, HUGO","MARTINEZ BELA, JAVIER",82,MALLORCA B,19
"COCA ANTELO, ANDREW","VAN DER MEER GARI, YANNICK",82,MALLORCA B,19
"CORCINO MUÑOZ, ANDRES","BURGAYA GENOVART, FERRAN",82,MALLORCA B,19
"RODRIGUEZ ROIG, ARIAN","GARCIA ALBA, JAVIER",63,U D IBIZA A,19
"VALLS ANIORTE, TARIKU","ELIAS ARANDIA, SAMUEL ABEL",72,U D IBIZA A,19
"BONED GARCIA, ADRIÁ","GORLA, AGUSTIN",80,U D IBIZA A,19
"OKROGLIC SOMOZA, LUKA","BERNASCONI, SANTINO",80,U D IBIZA A,19
"TORRES RIERA, LLUC","BELTRAN ALVAREZ, SERGIO",80,U D IBIZA A,19
"KRZYZYK SERRANO, PEDRO","GOMEZ BLANCA, AARON",33,SP. ATº CIUTAT DE PALMA,19
"KEITA SIDIBE, MADY","SANS JIMENEZ, MIQUEL ANGEL",33,SP. ATº CIUTAT DE PALMA,19
"CACERES AMOROS, MATEO","AMENGUAL LIRIO, IVAN",63,SP. ATº CIUTAT DE PALMA,19
"BARRY DIALLO, MAMADOU ALIOU","PUJOL FONT, JAUME",74,SP. ATº CIUTAT DE PALMA,19
"BLANCO VALERO, DAVID","ORDOÑEZ QUETGLAS, MARC",74,SP. ATº CIUTAT DE PALMA,19
"MORA GISPERT, HUGO","MONTALBAN ROMERO, MILO JERONIMO",75,PLA DE NA TESA A,19
"ASAMOAH ASANTEWAA, DENIS","MONTES MORALES, ADRIAN",78,PLA DE NA TESA A,19
"AIT SAID TAFZATI, NABIL","NAVARRO BEZARES, JAVIER",84,PLA DE NA TESA A,19
"CRESPI BARRERA, LEONARDO","ARIAS BESTARD, ENZO",58,PENYA ARRABAL A,19
"FIOL ACEITUNO, MIQUEL","ROTTLANDER, LENNOX MARKUS",64,PENYA ARRABAL A,19
"LEBRERO BENITEZ, HUGO","HERRERA IGLESIAS, ADRIAN",64,PENYA ARRABAL A,19
"VALLESPIR TIMONER, PERE MARC","MUÑOZ BAIXAULI, JUAN",73,PENYA ARRABAL A,19
"PASCUAL RIERA, MIGUEL ANGEL","MESQUIDA URIBE, XAVIER",73,PENYA ARRABAL A,19
"JIMENEZ PASTOR, IKER","CASTELLO FERRA, JOAN",58,ANDRATX A,19
"MORENO PIÑERO, IKER","DOBLAS TORRES, MIGUEL",74,ANDRATX A,19
"ALARCON FERRER, ADRIAN","OPREA, ALESSIO MIHAI",74,ANDRATX A,19
"BRIOSO SERRANO, EMILIO JOSÉ","LUPIAÑEZ ALEMANY, TONI",89,ANDRATX A,19
"TRIAY PETHERAM, TOMAS ISMAEL","ADROVER GARRIDO, GERARD",63,MANACOR A,19
"POSTIGO GARAT, RAUL","VIVES HIDALGO, IKER",63,MANACOR A,19
"MARTINEZ ABELLAN, IKER","LAKHAL ZEROUALE, SAAD",63,MANACOR A,19
"PROHENS FERNANDEZ, XAVIER","MONTES CARDONA, CHRISTIAN",79,MANACOR A,19
"MIRALLES FEBRER, BARTOMEU","RODRIGUEZ GALDON, DANIEL",87,MANACOR A,19
"PASCUAL GORNES, ENRIC","LOPEZ GONZALEZ, ALEJANDRO",68,PENYA CIUTADELLA ESPORTIVA A,19
"RUS FERNANDEZ, IGNASI","CAPO MORA, MARC",68,PENYA CIUTADELLA ESPORTIVA A,19
"HUGUET ANGLADA, LLUIS","LEON JUAN, VICTOR",71,PENYA CIUTADELLA ESPORTIVA A,19
"SALORT MARIN, JORGE","TRIAY SASTRE, ADRIA",88,PENYA CIUTADELLA ESPORTIVA A,19
"FLORIT ANGLADA, JOSEP","CAMPS SEOANE, VICTOR",88,PENYA CIUTADELLA ESPORTIVA A,19
"MORAGUES MORAGUES, JOAN","THIAM BORRAS, KARIM",57,POBLENSE A,19
"MEFTAH ES SALEMY, BILAL","GIBSON, JASPER",68,POBLENSE A,19
"DE LA CRUZ RIERA, JOAN MATEU","FERRER RIGO, SEBASTIÀ",81,POBLENSE A,19
"ASBAI HAMOUTI, ALI","GONZÁLEZ ONETO, ASSIER",81,POBLENSE A,19
"JIMENA BELTRAN, CARLOS","VIVES COMAS, JOAN JORDI",81,POBLENSE A,19
"PRATS RIPOLL, MIQUEL","BERNHARDT, JOEL PIOTR",46,PENYA INDEPENDENT A,20
"CREUHERAS GARCIA, MATHEO","EL HABBOULA EL KORTOBI, ABDELMOIZE",46,PENYA INDEPENDENT A,20
"GHARBI KHAMMAL EL BAKKALI, NASROLLAH","OROZCO RIERA, ASIER",59,PENYA INDEPENDENT A,20
"LLAMAS MARTINEZ, ERIC","LOPEZ MARI, PABLO",59,PENYA INDEPENDENT A,20
"FAQUINETTI VERGILIO, SAMUEL","VIERA GONZALEZ, SANTIAGO",85,PENYA INDEPENDENT A,20
"FRANCO SINGEORZAN, ALEX","FERRA OSPINA, CARLES JOAN",46,PALMA F.C.,20
"VILLALONGA GÓMEZ, IKER","PORCEL MARTINEZ, JORDI",59,PALMA F.C.,20
"PELLEGRINO, NICOLA EMANUELE","VICENS VIDAL, PAU",88,PALMA F.C.,20
"MARCANO FLORIAN, SEBASTIAN JESUS","SAMPOL MARTINEZ, MARC",90,PALMA F.C.,20
"MESQUIDA URIBE, XAVIER","GARCIA HERNANDEZ, JOSE RAMON",58,PENYA ARRABAL A,20
"GARCES NAVARRETE, JEREMY","MARTINEZ MUNTANER, SERGI",70,PENYA ARRABAL A,20
"CASTAÑER PECELLIN, RAFAEL","ARIAS BESTARD, ENZO",70,PENYA ARRABAL A,20
"ROTTLANDER, LENNOX MARKUS","HERRERA IGLESIAS, ADRIAN",70,PENYA ARRABAL A,20
"VALLESPIR TIMONER, PERE MARC","CRESPI BARRERA, LEONARDO",81,PENYA ARRABAL A,20
"HASHIMOTO SEBASTIÁN, GAIZKA","LOPEZ FUXA, AARON",70,SANTA CATALINA ATº A,20
"MENDOZA SOLER, MARIO","MARTIN CABALLERO, ANGEL",70,SANTA CATALINA ATº A,20
"ARROYO BERNAT, ALEJANDRO","FUSTER LATORRE, DANIEL",70,SANTA CATALINA ATº A,20
"EZ ZARY SAIDI, ISMAEL","GARCIAS LLABRES, MIQUEL",78,SANTA CATALINA ATº A,20
"AOUATE OHANA, YARIN","DEYÀ BELTRÁN, SEBASTIÀ",84,SANTA CATALINA ATº A,20
"MARTINEZ BELA, JAVIER","CORCINO MUÑOZ, ANDRES",56,MALLORCA B,20
"VERA SALINAS, ERIK","D'VAZ AFONSO, SPENCER GARCIA",68,MALLORCA B,20
"COCA ANTELO, ANDREW","MOLINA DONAIRE, DANIEL",68,MALLORCA B,20
"BURGAYA GENOVART, FERRAN","DIALLO CONDE, ABDOURAHAMANE",78,MALLORCA B,20
"TEJADA LLADONET, ORIOL","FRESNEDA HIDALGO, HUGO",78,MALLORCA B,20
"GALVEZ ESPINOZA, BRAD ANTONY","MORENO GODOY, NICOLAS",6,CONSTANCIA A,20
"SABATER SANCHO, MARC","CHUKWUKERE PULLET, GREGORY IKECHUKWU",46,CONSTANCIA A,20
"COLL AREVALO, JORDI","BLANCO WEBER, LUCA",73,CONSTANCIA A,20
"ROMAN DE REMENTERIA, ASIER","MAIRATA NOGUERA, ADRIA",74,CONSTANCIA A,20
"AMENGUAL PRIETO, CHRISTIAN","OLIVER GELABERT, PERE",74,CONSTANCIA A,20
"FERNÁNDEZ CASSO, ALBERTO","SANS JIMENEZ, MIQUEL ANGEL",58,SP. ATº CIUTAT DE PALMA,20
"MUNAR LAZARO, DANIEL","ABRAHAM BOLAÑOS, ISAAC",71,SP. ATº CIUTAT DE PALMA,20
"KEITA SIDIBE, MADY","CORTES MONTANER, LUIS",71,SP. ATº CIUTAT DE PALMA,20
"AQUINO GUTIERREZ, DAN JOEL","CACERES AMOROS, MATEO",85,SP. ATº CIUTAT DE PALMA,20
"AGUILAR BOSCH, DAVID","RUS FERNANDEZ, IGNASI",58,PENYA CIUTADELLA ESPORTIVA A,20
"SALORT MARIN, JORGE","CAPO MORA, MARC",58,PENYA CIUTADELLA ESPORTIVA A,20
"JUANEDA JUANEDA, JOSEP","LEON JUAN, VICTOR",67,PENYA CIUTADELLA ESPORTIVA A,20
"FLORIT ANGLADA, JOSEP","DIAZ LLABRES, ISAAC",67,PENYA CIUTADELLA ESPORTIVA A,20
"PASCUAL GORNES, ENRIC","MOLL PONS, ROBERTO",73,PENYA CIUTADELLA ESPORTIVA A,20
"GOMILA BOSCH, LLUÍS","PONS CARRERAS, ANGEL",54,FERRERIES A,20
"ROTGER LÓPEZ, LLUC","BOSCH VALDERRABANO, TONI",58,FERRERIES A,20
"BOSCH PULIDO, NIL","MARIN HERNANDEZ, PAU",58,FERRERIES A,20
"CAMPS CARETA, PERE","CANTALAPIEDRA LOBATO, IKER",82,FERRERIES A,20
"AMELLER RIUDAVETS, JOSEP","SINTES PONS, PAU",82,FERRERIES A,20
"TEJADA RODRIGUEZ, JOAN","BADJINKA NDIAYE, BUBAKAR",58,SAN FRANCISCO B,20
"SILVA SALINAS, ALEJANDRO","BORDOY LEAL, PEDRO",58,SAN FRANCISCO B,20
"ANDEBUELA BARRIOS, PABLO","SUÁREZ SERRA, ALEX",64,SAN FRANCISCO B,20
"ALARCON CAVERO, JOEL","LUNEGRO, BRUNO",64,SAN FRANCISCO B,20
"CONDE PEREIRA, ALEJANDRO MANUEL","SALAMANCA GALERA, AITOR",64,SAN FRANCISCO B,20
"AGUILERA PERELLO, ADRIÀ","FERRER RIGO, SEBASTIÀ",75,POBLENSE A,20
"GIBSON, JASPER","MORAGUES MORAGUES, JOAN",89,POBLENSE A,20
"JIMENA BELTRAN, CARLOS","CAIMARI FIGUEROLA, JAUME",89,POBLENSE A,20
"VIVES COMAS, JOAN JORDI","RETTICH SOLER, JOSEP",95,POBLENSE A,20
"MEFTAH ES SALEMY, BILAL","CHICA COMAS, JUAN A",95,POBLENSE A,20
"GARCIA MEDRANO, MARCOS","ALCOLEA ESCORCIA, CARLOS",55,PLATGES DE CALVIA A,20
"MAGAN MITCHELL SMITH, MIGUEL","SOLIVELLAS LLOMPART, JOAQUÍN",55,PLATGES DE CALVIA A,20
"PEREZ SILVENTE, ALEJANDRO","PUJOL ALOMAR, TELM",70,PLATGES DE CALVIA A,20
"FUENTES RULLAN, PABLO","HOLLINGSWORTH, HARRY RICHARD",87,PLATGES DE CALVIA A,20
